Otu,Phylum.consensus,Class.consensus,Order.consensus,Family.consensus,Genus.consensus,Phylum-TBAS,Class-TBAS,Order-TBAS,Family-TBAS,Genus-TBAS,Trophic mode,Guild,Phylum.unite,Class.unite,Order.unite,Family.unite,Genus.unite,confidence.unite,Phylum.ncbi,Class.ncbi,Order.ncbi,Family.ncbi,Genus.ncbi
Otu3203,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,Teichospora,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,Teichospora,Saprotroph,Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.6,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,Teichospora
Otu155,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Parathyridaria,0,0,Ascomycota,NA,NA,NA,NA,0.31,Ascomycota,Dothideomycetes,Pleosporales,NA,NA
Otu73,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,0.18,Ascomycota,NA,NA,NA,NA
Otu234,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,NA,NA,NA,NA,NA,0.03,Ascomycota,NA,NA,NA,NA
Otu479,Ascomycota,Ascomycota,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph,NA,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu604,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,NA,NA,NA,NA,NA,0.08,Ascomycota,NA,NA,NA,NA
Otu611,Ascomycota,Ascomycota,Dothideomycetes,Pleosporales,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,NA,Dothideomycetes,Pleosporales,NA,NA,0.39,Ascomycota,NA,NA,NA,NA
Otu733,Ascomycota,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Saprotroph,Undefined Saprotroph,Eutypella,Sordariomycetes,Xylariales,Diatrypaceae,Eutypella,0.02,Ascomycota,NA,NA,NA,NA
Otu1102,Ascomycota,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Lepteutypa,Pathotroph,Plant Pathogen,Daldinia,Sordariomycetes,Xylariales,Xylariaceae,Daldinia,0,Ascomycota,NA,NA,NA,NA
Otu1229,Ascomycota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Libertasomyces,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Libertasomyces,0.87,Ascomycota,NA,NA,NA,NA
Otu1284,Ascomycota,Ascomycota,Sordariomycetes,Xylariales,NA,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Lepteutypa,Pathotroph,Plant Pathogen,NA,Sordariomycetes,Xylariales,NA,NA,0.07,Ascomycota,NA,NA,NA,NA
Otu1300,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph,NA,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu1352,Ascomycota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph,Alternaria,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,0,Ascomycota,NA,NA,NA,NA
Otu1384,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,0,0,NA,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu1413,Ascomycota,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Lepteutypa,Pathotroph,Plant Pathogen,Gyrothrix,Sordariomycetes,Xylariales,Microdochiaceae,Gyrothrix,0.01,Ascomycota,NA,NA,NA,NA
Otu2185,Ascomycota,Ascomycota,NA,NA,NA,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Chrysoporthe,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.09,Ascomycota,NA,NA,NA,NA
Otu2309,Ascomycota,Ascomycota,Sordariomycetes,Xylariales,NA,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Saprotroph,Undefined Saprotroph,NA,Sordariomycetes,Xylariales,NA,NA,0.12,Ascomycota,NA,NA,NA,NA
Otu2547,Ascomycota,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,Pathotroph,Plant Pathogen,NA,Sordariomycetes,Xylariales,Xylariaceae,NA,0.23,Ascomycota,NA,NA,NA,NA
Otu2583,Ascomycota,Ascomycota,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenochaeta,Saprotroph,Litter Saprotroph-Soil Saprotroph,NA,NA,NA,NA,NA,0.34,Ascomycota,NA,NA,NA,NA
Otu2644,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,0,0,NA,NA,NA,NA,NA,0.26,Ascomycota,NA,NA,NA,NA
Otu2836,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.24,Ascomycota,NA,NA,NA,NA
Otu3011,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Pathotroph,Plant Pathogen,Ascomycota,NA,NA,NA,NA,0.09,Ascomycota,NA,NA,NA,NA
Otu3029,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,0,0,NA,NA,NA,NA,NA,0.03,Ascomycota,NA,NA,NA,NA
Otu2,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,0,0,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,0.41,Ascomycota,Dothideomycetes,NA,NA,NA
Otu30,Ascomycota,Dothideomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Saprotroph,Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.03,Ascomycota,Dothideomycetes,NA,NA,NA
Otu31,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,0,0,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,0.23,Ascomycota,Dothideomycetes,NA,NA,NA
Otu33,Ascomycota,Dothideomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.07,Ascomycota,Dothideomycetes,NA,NA,NA
Otu43,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,0,0,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,0.16,Ascomycota,Dothideomycetes,NA,NA,NA
Otu45,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,0,0,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,0.24,Ascomycota,Dothideomycetes,NA,NA,NA
Otu46,Ascomycota,Dothideomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,0,0,Ascomycota,NA,NA,NA,NA,0.04,Ascomycota,Dothideomycetes,NA,NA,NA
Otu49,Ascomycota,Dothideomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,NA,NA,NA,NA,NA,0.16,Ascomycota,Dothideomycetes,NA,NA,NA
